record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
shao_fig4b_vehicle_day6,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 6",500.0,mm3,6.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day9,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 9",750.0,mm3,9.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4d_dinaciclib_20_mg_kg,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg_tunel,shao_tunel,tunel_apoptosis_ratio,"TUNEL apoptosis ratio to control, Dinaciclib 20 mg/kg",2.35,ratio to vehicle control,,,apoptosis ratio to control,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 4,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"DATA-QUALITY FLAG: this readout DOES separate 20 vs 40 mg/kg (~2.3x vs ~3.9x control) even though Fig4B tumor volume does not -- the tumor-volume endpoint appears to saturate before the underlying apoptotic response does. Kept as an independent observation, not reconciled with Fig4B."
shao_fig4d_dinaciclib_40_mg_kg,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg_tunel,shao_tunel,tunel_apoptosis_ratio,"TUNEL apoptosis ratio to control, Dinaciclib 40 mg/kg",3.95,ratio to vehicle control,,,apoptosis ratio to control,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 4,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"DATA-QUALITY FLAG: this readout DOES separate 20 vs 40 mg/kg (~2.3x vs ~3.9x control) even though Fig4B tumor volume does not -- the tumor-volume endpoint appears to saturate before the underlying apoptotic response does. Kept as an independent observation, not reconciled with Fig4B."
shao_fig4d_vehicle,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle_tunel,shao_tunel,tunel_apoptosis_ratio,"TUNEL apoptosis ratio to control, Vehicle",1.0,ratio to vehicle control,,,apoptosis ratio to control,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 4,D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"DATA-QUALITY FLAG: this readout DOES separate 20 vs 40 mg/kg (~2.3x vs ~3.9x control) even though Fig4B tumor volume does not -- the tumor-volume endpoint appears to saturate before the underlying apoptotic response does. Kept as an independent observation, not reconciled with Fig4B."
shao_fig4e_dinaciclib_20_mg_kg_day1,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 1",250.0,mm3,1.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day10,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 10",400.0,mm3,10.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day13,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 13",430.0,mm3,13.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day16,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 16",460.0,mm3,16.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day20,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 20",500.0,mm3,20.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day23,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 23",510.0,mm3,23.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day26,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 26",500.0,mm3,26.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day3,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 3",300.0,mm3,3.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day30,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 30",510.0,mm3,30.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day5,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 5",330.0,mm3,5.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_20_mg_kg_day7,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 7",370.0,mm3,7.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day1,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 1",220.0,mm3,1.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day10,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 10",330.0,mm3,10.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day13,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 13",350.0,mm3,13.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day16,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 16",370.0,mm3,16.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day20,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 20",400.0,mm3,20.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day23,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 23",420.0,mm3,23.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day26,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 26",430.0,mm3,26.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day3,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 3",280.0,mm3,3.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day30,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 30",430.0,mm3,30.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day5,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 5",300.0,mm3,5.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_dinaciclib_40_mg_kg_day7,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 7",320.0,mm3,7.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_sorafenib_15_mg_kg_day1,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__sorafenib_15_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Sorafenib 15 mg/kg, day 1",250.0,mm3,1.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_sorafenib_15_mg_kg_day10,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__sorafenib_15_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Sorafenib 15 mg/kg, day 10",350.0,mm3,10.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_sorafenib_15_mg_kg_day13,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__sorafenib_15_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Sorafenib 15 mg/kg, day 13",380.0,mm3,13.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
shao_fig4e_sorafenib_15_mg_kg_day16,paper_PMID31561409,plc5_shao_xenograft,plc5_shao_xenograft__sorafenib_15_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Sorafenib 15 mg/kg, day 16",420.0,mm3,16.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,E,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"p<0.05 vs vehicle at endpoint (all treatment arms), explicit from text. Dinaciclib and sorafenib produce similar tumor growth inhibition in this model -- a direct potency benchmark against standard-of-care."
